run_id,asset_id,technical_name,source_ref,column_names_text,column_value_semantics_text,y_true,y_pred,y_pred_alt,confidence_score,confidence_margin,uncertainty_entropy,confidence_band,is_error,is_other_pred,is_borderline,is_rare_pred,is_rare_true,review_priority
5,1018346,SYSADM.PS_CA_LREVRED_LANG,PS_CA_LREVRED_LANG,CONTRACT_LINE_NUM | CONTRACT_NUM | DESCR | LANGUAGE_CD | SEQ_NUM,CONTRACT_LINE_NUM:quantity | CONTRACT_NUM:quantity | DESCR:label | LANGUAGE_CD:label | SEQ_NUM:quantity,Other,Other,Supply Chain / Logistique / Production,0.99630535,0.99455947,0.014380279,high,0,True,False,False,False,60.37000000476837
5,1076626,SYSADM.PS_TD_FUND_TAO,PS_TD_FUND_TAO,PROCESS_INSTANCE | SETID | SETID_CUSTOMER | SETID_PRODUCT | SETID_PROMO | SETID_SETUP | TD_FUND_CODE | TD_SKIP_FIXED_FLAG,PROCESS_INSTANCE:processing_identifier | SETID:label | SETID_CUSTOMER:label | SETID_PRODUCT:label | SETID_PROMO:label | SETID_SETUP:label | TD_FUND_CODE:reference_identifier | TD_SKIP_FIXED_FLAG:flag,Other,Other,Finance & Contrôle,0.99678516,0.9951687,0.012389638,high,0,True,False,False,False,60.31999999284744
5,1146147,PTIASPPKGCATPI,PS_PTIASPPKGCATPI,PTIASPPKGGUID | PTIASPSPVERS | PTIASPSPVERSPRE,PTIASPPKGGUID:label | PTIASPSPVERS:quantity | PTIASPSPVERSPRE:quantity,Other,Other,IT & Sécurité,0.9968024,0.99360865,0.011099968,high,0,True,False,False,False,60.31999999284744
5,1118771,FS_MAP_CX_TRAN,PS_FS_MAP_CX_TRAN,FS_MAP_EXTR_CHECK | FS_MAP_EXTR_FROM | FS_MAP_EXTR_REPL | FS_MAP_EXTR_TO | FS_MAP_GROUP_SEQ | FS_MAP_ID | FS_MAP_TRG_FLD | QRYCOLUMN,FS_MAP_EXTR_CHECK:label | FS_MAP_EXTR_FROM:quantity | FS_MAP_EXTR_REPL:label | FS_MAP_EXTR_TO:quantity | FS_MAP_GROUP_SEQ:quantity | FS_MAP_ID:identifier | FS_MAP_TRG_FLD:label | QRYCOLUMN:quantity,Other,Other,Finance & Contrôle,0.9968327,0.9936929,0.011080593,high,0,True,False,False,False,60.31999999284744
5,1083190,SYSADM.PS_WM_WO_TTCKL_LNG,PS_WM_WO_TTCKL_LNG,DESCR254 | EFFDT | LANGUAGE_CD | SEQ_NBR_5 | SETID | WO_TEMPLATE_ID,DESCR254:label | EFFDT:date_or_timestamp | LANGUAGE_CD:label | SEQ_NBR_5:quantity | SETID:label | WO_TEMPLATE_ID:identifier,Other,Other,Supply Chain / Logistique / Production,0.99689,0.9938796,0.011092027,high,0,True,False,False,False,60.310000002384186
5,1101553,CURRENCY_CD_TBL,PS_CURRENCY_CD_TBL,COUNTRY | CURRENCY_CD | CUR_SYMBOL | DECIMAL_POSITIONS | DESCR | DESCRSHORT | EFFDT | EFF_STATUS | LASTUPDDTTM | SCALE_POSITIONS | SYNCID,COUNTRY:label | CURRENCY_CD:label | CUR_SYMBOL:label | DECIMAL_POSITIONS:quantity | DESCR:label | DESCRSHORT:label | EFFDT:date_or_timestamp | EFF_STATUS:status | LASTUPDDTTM:date_or_timestamp | SCALE_POSITIONS:quantity | SYNCID:quantity,Other,Other,Finance & Contrôle,0.997011,0.9941635,0.01082706,high,0,True,False,False,False,60.30000001192093
5,1146172,PTIASPPKGTSTOBJ,PS_PTIASPPKGTSTOBJ,OBJECTTYPE | OBJECTVALUE1 | OBJECTVALUE2 | OBJECTVALUE3 | OBJECTVALUE4 | PROJECTNAME | PTIA_COUNTER | PTIASPPKGGUID,OBJECTTYPE:quantity | OBJECTVALUE1:label | OBJECTVALUE2:label | OBJECTVALUE3:label | OBJECTVALUE4:label | PROJECTNAME:label | PTIA_COUNTER:quantity | PTIASPPKGGUID:label,Other,Other,IT & Sécurité,0.9970427,0.994087,0.010375514,high,0,True,False,False,False,60.30000001192093
5,1146136,PTIASPOBJDPENDS,PS_PTIASPOBJDPENDS,OBJECTID1 | OBJECTID2 | OBJECTID3 | OBJECTID4 | OBJECTTYPE | OBJECTVALUE1 | OBJECTVALUE2 | OBJECTVALUE3 | OBJECTVALUE4 | PTIASPRPTFIXDT | PTIASPRPTFIXDTPRE | PTIASPRPTNO | PTIASPRPTNOPRE,OBJECTID1:quantity | OBJECTID2:quantity | OBJECTID3:quantity | OBJECTID4:quantity | OBJECTTYPE:quantity | OBJECTVALUE1:label | OBJECTVALUE2:label | OBJECTVALUE3:label | OBJECTVALUE4:label | PTIASPRPTFIXDT:date_or_timestamp | PTIASPRPTFIXDTPRE:date_or_timestamp | PTIASPRPTNO:quantity | PTIASPRPTNOPRE:quantity,Other,Other,IT & Sécurité,0.99716616,0.99435496,0.010080604,high,0,True,False,False,False,60.28000000119209
5,1150011,QS_UPG_QCMFD_KY,PS_QS_UPG_QCMFD_KY,BUSINESS_UNIT | CHART_ID | GREF_ID | INV_ITEM_ID | MFDS_ID | OLD_CHART_ID | OLD_GREF_ID | OLD_PROC_ID | PROC_ID | QC_STEP_ID | QS_MFDS_PLAN_ID | QS_MFDS_PLAN_NAME | SETID | TR_ID,BUSINESS_UNIT:label | CHART_ID:identifier | GREF_ID:identifier | INV_ITEM_ID:identifier | MFDS_ID:identifier | OLD_CHART_ID:identifier | OLD_GREF_ID:identifier | OLD_PROC_ID:identifier | PROC_ID:identifier | QC_STEP_ID:identifier | QS_MFDS_PLAN_ID:identifier | QS_MFDS_PLAN_NAME:label | SETID:label | TR_ID:identifier,Other,Other,Supply Chain / Logistique / Production,0.99719673,0.99461,0.010316,high,0,True,False,False,False,60.28000000119209
5,1072197,SYSADM.PS_R_TFLT_CF1,PS_R_TFLT_CF1,OTBI_SRC_INSTANCE | RANGE_FROM | RANGE_TO | SETCNTRLVALUE | SETID | SETID_TREE | TREE_EFFDT | TREE_NAME,OTBI_SRC_INSTANCE:quantity | RANGE_FROM:label | RANGE_TO:label | SETCNTRLVALUE:label | SETID:label | SETID_TREE:label | TREE_EFFDT:date_or_timestamp | TREE_NAME:label,Other,Other,IT & Sécurité,0.99720585,0.9951804,0.010838498,high,0,True,False,False,False,60.28000000119209
5,1066955,SYSADM.PS_PTDM_XMLDATA,PS_PTDM_XMLDATA,ATTACHSYSFILENAME | FILE_DATA | FILE_SEQ | FILE_SIZE | LASTUPDDTTM | LASTUPDOPRID | VERSION,ATTACHSYSFILENAME:label | FILE_DATA:file_reference | FILE_SEQ:quantity | FILE_SIZE:quantity | LASTUPDDTTM:date_or_timestamp | LASTUPDOPRID:label | VERSION:quantity,Other,Other,IT & Sécurité,0.9972185,0.99446166,0.009930619,high,0,True,False,False,False,60.28000000119209
5,1116077,EX_TAUTH_AW,PS_EX_TAUTH_AW,COMMENTS | EOAWDEFN_ID | EOAWDTTM_MODIFIED | EOAWPARENT_THREAD | EOAWPRCS_ID | EOAWREQUESTOR_ID | EOAWTHREAD_ID | EOAWTHREAD_STATUS | LINE_NBR | ORIGINATORID | RECNAME | TRAVEL_AUTH_ID,COMMENTS:label | EOAWDEFN_ID:identifier | EOAWDTTM_MODIFIED:technical_timestamp | EOAWPARENT_THREAD:quantity | EOAWPRCS_ID:identifier | EOAWREQUESTOR_ID:identifier | EOAWTHREAD_ID:identifier | EOAWTHREAD_STATUS:status | LINE_NBR:quantity | ORIGINATORID:label | RECNAME:label | TRAVEL_AUTH_ID:identifier,Other,Other,IT & Sécurité,0.9972391,0.9945278,0.009931384,high,0,True,False,False,False,60.28000000119209
5,1099261,COMBO_SEL_07,PS_COMBO_SEL_07,CHARTFIELD | COMBINATION | EFFDT_FROM | EFFDT_TO | PROCESS_GROUP | RANGE_FROM_07 | RANGE_TO_07 | SEQUENCE_NBR_6 | SETID | TREE_EFFDT,CHARTFIELD:label | COMBINATION:label | EFFDT_FROM:date_or_timestamp | EFFDT_TO:date_or_timestamp | PROCESS_GROUP:processing_identifier | RANGE_FROM_07:label | RANGE_TO_07:label | SEQUENCE_NBR_6:quantity | SETID:label | TREE_EFFDT:date_or_timestamp,Other,Other,IT & Sécurité,0.9972835,0.9945971,0.009747463,high,0,True,False,False,False,60.270000010728836
5,1057587,SYSADM.PS_PC_SCH_PRODUCT,PS_PC_SCH_PRODUCT,DESCR | ODBC_ALIAS | PC_SCH_PRODUCT | PC_TRACE_LOG,DESCR:label | ODBC_ALIAS:label | PC_SCH_PRODUCT:label | PC_TRACE_LOG:label,Other,Other,IT & Sécurité,0.99730945,0.9948231,0.010013145,high,0,True,False,False,False,60.270000010728836
5,1100788,CS_DOC_PTXTBASE,PS_CS_DOC_PTXTBASE,CS_BODY | CS_BODY_TYPE | CS_CLAUSE_COMPARE | CS_CLAUSE_LEAD | CS_DOC_ID | CS_DOC_OBJ_ACTION | CS_DOC_TYPE | CS_KEYVALUE | CS_NUMBERED | CS_OBJECT_ID | CS_OBJECT_TYPE | CS_OBJ_GROUP | CS_OBJ_GROUP_TYPE | CS_PROTECTED | CS_RPT_FLG | CS_RULE_FLG | CS_SLA_FLG | CS_TITLE | DESCR60 | EFFDT | SEQ_NBR,CS_BODY:label | CS_BODY_TYPE:classification | CS_CLAUSE_COMPARE:label | CS_CLAUSE_LEAD:label | CS_DOC_ID:identifier | CS_DOC_OBJ_ACTION:label | CS_DOC_TYPE:classification | CS_KEYVALUE:label | CS_NUMBERED:label | CS_OBJECT_ID:identifier | CS_OBJECT_TYPE:classification | CS_OBJ_GROUP:label | CS_OBJ_GROUP_TYPE:classification | CS_PROTECTED:label | CS_RPT_FLG:label | CS_RULE_FLG:label | CS_SLA_FLG:label | CS_TITLE:label | DESCR60:label | EFFDT:date_or_timestamp | SEQ_NBR:quantity,Other,Other,IT & Sécurité,0.99733204,0.9946725,0.009529911,high,0,True,False,False,False,60.270000010728836
5,1153784,RS_RSRCGRP_SHOP,PS_RS_RSRCGRP_SHOP,BUSINESS_UNIT | OPRID_ENTERED_BY | RS_RSRCGRP_NAME | SHOP_ID | SYSTEM_SOURCE,BUSINESS_UNIT:label | OPRID_ENTERED_BY:user_identifier | RS_RSRCGRP_NAME:label | SHOP_ID:identifier | SYSTEM_SOURCE:label,Other,Other,IT & Sécurité,0.99734354,0.99501806,0.01020592,high,0,True,False,False,False,60.270000010728836
5,1095955,CC_MC_TBL5110,PS_CC_MC_TBL5110,CC_MC_PARENTREC | CC_MC_PARENTSEQNO | CC_MC_REC_TYPE | CC_MC_SEQNO | CRDMEM_ACCT_NBR | MC_CITY | MC_CONTACTFUNCTION | MC_CONTACTNAME | MC_COUNTRYCODE | MC_EMAILADDRESS | MC_FUNCTION | MC_LOADDATE | MC_LOADTIME | MC_MAINTAINCODE | MC_NAME1 | MC_NAME2 | MC_NAME3 | MC_PARTYID | MC_PARTYTYPE | MC_PHONENBR | MC_POSTALCODE | MC_RECSEQNUM | MC_REJECTREASON1 | MC_REJECTREASON2 | MC_REJECTREASON3 | MC_STATEPROVINCE | MC_STREET1 | MC_STREET2 | MC_STREET3 | MC_STREET4 | MC_STREET5 | MC_STREET6 | POST_DT | TRANS_NBR,CC_MC_PARENTREC:label | CC_MC_PARENTSEQNO:quantity | CC_MC_REC_TYPE:classification | CC_MC_SEQNO:quantity | CRDMEM_ACCT_NBR:quantity | MC_CITY:label | MC_CONTACTFUNCTION:label | MC_CONTACTNAME:label | MC_COUNTRYCODE:label | MC_EMAILADDRESS:label | MC_FUNCTION:label | MC_LOADDATE:date_or_timestamp | MC_LOADTIME:label | MC_MAINTAINCODE:label | MC_NAME1:label | MC_NAME2:label | MC_NAME3:label | MC_PARTYID:label | MC_PARTYTYPE:label | MC_PHONENBR:label | MC_POSTALCODE:label | MC_RECSEQNUM:label | MC_REJECTREASON1:label | MC_REJECTREASON2:label | MC_REJECTREASON3:label | MC_STATEPROVINCE:label | MC_STREET1:label | MC_STREET2:label | MC_STREET3:label | MC_STREET4:label | MC_STREET5:label | MC_STREET6:label | POST_DT:date_or_timestamp | TRANS_NBR:quantity,Other,Other,Finance & Contrôle,0.99737525,0.9948889,0.009696928,high,0,True,False,False,False,60.25999999046326
5,1027273,SYSADM.PS_DPA_EISPECU_VWS,PS_DPA_EISPECU_VWS,DP_CAPTION | DP_CONFIGVIEW | DP_DESCRIPTION | DP_IMPORTSPEC | PSARCH_ID,DP_CAPTION:label | DP_CONFIGVIEW:label | DP_DESCRIPTION:label | DP_IMPORTSPEC:label | PSARCH_ID:identifier,Other,Other,IT & Sécurité,0.9974945,0.9950072,0.009062025,high,0,True,False,False,False,60.25
5,1165938,TV_MYRESV_DTL,PS_TV_MYRESV_DTL,ARRIVAL_LOC | CONFIRM_STATUS | DEPARTURE_DTTM | DEPARTURE_LOC | EMPLID | FLIGHT_NUM | ITINERARY_ID | LEG_ID | RESERVATION_NBR | SEAT | TRAVEL_PARTNER,ARRIVAL_LOC:label | CONFIRM_STATUS:status | DEPARTURE_DTTM:technical_timestamp | DEPARTURE_LOC:label | EMPLID:person_identifier | FLIGHT_NUM:quantity | ITINERARY_ID:identifier | LEG_ID:identifier | RESERVATION_NBR:quantity | SEAT:label | TRAVEL_PARTNER:label,Other,Other,RH,0.9975765,0.9953085,0.0091439225,high,0,True,False,False,False,60.23999999463558
5,1076424,SYSADM.PS_T_AESTEPLANG,PS_T_AESTEPLANG,AE_APPLID | AE_SECTION | AE_STEP | DBTYPE | DESCR | DESCRLONG | EFFDT | LANGUAGE_CD | MARKET,AE_APPLID:label | AE_SECTION:label | AE_STEP:label | DBTYPE:label | DESCR:label | DESCRLONG:comment_text | EFFDT:date_or_timestamp | LANGUAGE_CD:label | MARKET:label,Other,Other,IT & Sécurité,0.99759203,0.99520123,0.008755928,high,0,True,False,False,False,60.23999999463558
5,1169341,WL_TEMPLATE_GLN,PS_WL_TEMPLATE_GLN,DESCR | LANGUAGE_CD | WL_INSTR_TXT | WL_MSG_TXT | WL_RESPONSE_TXT | WL_SUBJECT | WL_TEMPLATE_ID,DESCR:label | LANGUAGE_CD:label | WL_INSTR_TXT:label | WL_MSG_TXT:label | WL_RESPONSE_TXT:label | WL_SUBJECT:label | WL_TEMPLATE_ID:identifier,Other,Other,Finance & Contrôle,0.9976786,0.9959614,0.00913149,high,0,True,False,False,False,60.230000004172325
5,1063964,SYSADM.PS_POS_SOURCE_KEYS,PS_POS_SOURCE_KEYS,DRILL_TO_FLAG | FIELDNAME_SOURCE | FIELDNAME_TO | LABEL_ID | PMT_VIEW_KEY_FLG | POS_SOURCE_ID | RANK_FLAG | SETID,DRILL_TO_FLAG:flag | FIELDNAME_SOURCE:label | FIELDNAME_TO:label | LABEL_ID:label | PMT_VIEW_KEY_FLG:reference_identifier | POS_SOURCE_ID:identifier | RANK_FLAG:flag | SETID:label,Other,Other,IT & Sécurité,0.997695,0.99567807,0.008916987,high,0,True,False,False,False,60.230000004172325
5,1058628,SYSADM.PS_PGM_CHC_PRD_LG,PS_PGM_CHC_PRD_LG,BUSINESS_UNIT | CHANGE_REQ_ID | LANGUAGE_CD | PRJ_CHNG_DESCR | PROJECT_ID,BUSINESS_UNIT:label | CHANGE_REQ_ID:identifier | LANGUAGE_CD:label | PRJ_CHNG_DESCR:label | PROJECT_ID:identifier,Other,Other,IT & Sécurité,0.99774086,0.9958347,0.008966786,high,0,True,False,False,False,60.230000004172325
5,1084128,ACV_NODE_ZOOM,PS_ACV_NODE_ZOOM,ACV_NDTPL_ID | ACV_ND_VIEW_NAME | ACV_WIDTH_LEFT | ACV_WIDTH_RIGHT | ACV_ZOOM_LEVEL | DEFAULT_FLAG,ACV_NDTPL_ID:identifier | ACV_ND_VIEW_NAME:label | ACV_WIDTH_LEFT:quantity | ACV_WIDTH_RIGHT:quantity | ACV_ZOOM_LEVEL:quantity | DEFAULT_FLAG:flag,Other,Other,IT & Sécurité,0.99786353,0.9957561,0.00794489,high,0,True,False,False,False,60.20999999344349
5,1150107,RA_STATUS_TAO,PS_RA_STATUS_TAO,BUSINESS_UNIT | CUST_ID | ITEM | ITEM_LINE | PROCESS_INSTANCE | STATUS_AGE_TYPE,BUSINESS_UNIT:label | CUST_ID:identifier | ITEM:label | ITEM_LINE:quantity | PROCESS_INSTANCE:processing_identifier | STATUS_AGE_TYPE:status,Other,Other,IT & Sécurité,0.99786973,0.9960417,0.008340955,high,0,True,False,False,False,60.20999999344349
5,1067021,SYSADM.PS_PTGP_LINKPARMS,PS_PTGP_LINKPARMS,NAME | ORDERNO | PTPPB_FIELDNAME | PTPPB_GROUPLET_ID | PTPPB_VALUE,NAME:label | ORDERNO:quantity | PTPPB_FIELDNAME:label | PTPPB_GROUPLET_ID:identifier | PTPPB_VALUE:label,Other,Other,IT & Sécurité,0.99789965,0.99581176,0.007780327,high,0,True,False,False,False,60.20999999344349
5,1075010,SYSADM.PS_SPL_MAP_VALS,PS_SPL_MAP_VALS,PROBINST,PROBINST:label,Other,Other,IT & Sécurité,0.99792355,0.99605596,0.008155552,high,0,True,False,False,False,60.20999999344349
5,1018981,SYSADM.PS_CA_TYP_TBL_LANG,PS_CA_TYP_TBL_LANG,CONTRACT_TYPE | DESCR | LANGUAGE_CD | SETID,CONTRACT_TYPE:classification | DESCR:label | LANGUAGE_CD:label | SETID:label,Other,Other,Achats & Fournisseurs,0.9979741,0.99700624,0.00877747,high,0,True,False,False,False,60.20000000298023
5,1071604,SYSADM.PS_RS_FR_DMD_HDR,PS_RS_FR_DMD_HDR,DESCR | DESCRLONG | EFFORT | FMS_DTTM_STAMP | FMS_LASTUPDDTTM | FMS_LASTUPDOPRID | FMS_OPRID | FORECAST_ID_DMD | FROM_DATE | FROM_MONTH_SCP | FROM_YEAR | FULL_TIME_RES_DMD | OPRID | SCENARIO_STATUS | TO_DATE | TO_MONTH_SCP | TO_YEAR,DESCR:label | DESCRLONG:comment_text | EFFORT:quantity | FMS_DTTM_STAMP:technical_timestamp | FMS_LASTUPDDTTM:date_or_timestamp | FMS_LASTUPDOPRID:label | FMS_OPRID:user_identifier | FORECAST_ID_DMD:label | FROM_DATE:date_or_timestamp | FROM_MONTH_SCP:date_part | FROM_YEAR:date_part | FULL_TIME_RES_DMD:quantity | OPRID:user_identifier | SCENARIO_STATUS:status | TO_DATE:date_or_timestamp | TO_MONTH_SCP:date_part | TO_YEAR:date_part,Other,Other,IT & Sécurité,0.99797887,0.9969273,0.00889219,high,0,True,False,False,False,60.20000000298023
5,1165980,UA_WTHD_HDR_TMP,PS_UA_WTHD_HDR_TMP,DESCR | SETID | WTHD_CD,DESCR:label | SETID:label | WTHD_CD:label,Other,Other,Finance & Contrôle,0.9979826,0.99610084,0.0078056203,high,0,True,False,False,False,60.20000000298023
5,1118778,FS_MAP_EVLF_TBL,PS_FS_MAP_EVLF_TBL,FS_MAP_ID | FS_MAP_SEQ | FS_MAP_SRC_FLD | FS_MAP_TRG_FLD,FS_MAP_ID:identifier | FS_MAP_SEQ:quantity | FS_MAP_SRC_FLD:label | FS_MAP_TRG_FLD:label,Other,Other,IT & Sécurité,0.9980029,0.996272,0.007834949,high,0,True,False,False,False,60.20000000298023
5,1044821,SYSADM.PS_ITM_TREE_WS,PS_ITM_TREE_WS,DRILL_DOWN_BUTTON | DRILL_UP_BUTTON | PARENT_NODE_NUM | SETID | TREE_NAME | TREE_NODE | TREE_NODE_NUM,DRILL_DOWN_BUTTON:label | DRILL_UP_BUTTON:label | PARENT_NODE_NUM:quantity | SETID:label | TREE_NAME:label | TREE_NODE:label | TREE_NODE_NUM:quantity,Other,Other,IT & Sécurité,0.9980246,0.9968465,0.008255484,high,0,True,False,False,False,60.20000000298023
5,1129312,MC_TYPE_WHERE,PS_MC_TYPE_WHERE,MC_SEQ | MC_STMNT_SEQ | MC_TYPE_ID | MC_WHERE_STMNT | SEQUENCE_NBR_6,MC_SEQ:quantity | MC_STMNT_SEQ:quantity | MC_TYPE_ID:classification | MC_WHERE_STMNT:label | SEQUENCE_NBR_6:quantity,Other,Other,IT & Sécurité,0.9980381,0.99613017,0.0074511548,high,0,True,False,False,False,60.20000000298023
